time,HEADWATER,TAILWATER,GAGE_1
361.7236952221,-1413.7,-996.29,2878.2
361.7236952222,-1413.7,-996.29,2878.2
361.7236952224,-1413.7,-996.29,2878.2
361.7236952228,-1413.7,-996.29,2878.2
361.7236952230,-1413.7,-996.29,2878.2
361.7236952231,-1413.7,-996.29,2878.2
361.7236952232,-1413.7,-996.29,2878.2
361.7236952233,-1413.7,-996.29,2878.2
361.7236952234,-1413.7,-996.29,2878.2
361.7236952236,-1413.7,-996.29,2878.2
361.7236952237,-1413.7,-996.29,2878.2
361.7236952238,-1413.7,-996.29,2878.2
361.7236952239,-1413.7,-996.29,2878.2
361.7236952240,-1413.7,-996.29,2878.2
361.7236952241,-1413.7,-996.29,2878.2
361.7236952242,-1413.7,-996.29,2878.2
361.7236952243,-1413.7,-996.29,2878.2
361.7236952244,-1413.7,-996.29,2878.2
361.7236952245,-1413.7,-996.29,2878.2
361.7236952246,-1413.7,-996.29,2878.2
361.7236952247,-1413.7,-996.29,2878.2
361.7236952249,-1413.7,-996.29,2878.2
361.7236952253,-1413.7,-996.29,2878.2
361.7236952254,-1413.7,-996.29,2878.2
361.7236952255,-1413.7,-996.29,2878.2
361.7236952256,-1413.7,-996.29,2878.2
361.7236952257,-1413.7,-996.29,2878.2
361.7236952258,-1413.7,-996.29,2878.2
361.7236952259,-1413.7,-996.29,2878.2
361.7236952260,-1413.7,-996.29,2878.2
361.7236952261,-1413.7,-996.29,2878.2
361.7236952263,-1413.7,-996.29,2878.2
361.7236952267,-1413.7,-996.29,2878.2
361.7236952269,-1413.7,-996.29,2878.2
361.7236952270,-1413.7,-996.29,2878.2
361.7236952271,-1413.7,-996.29,2878.2
361.7236952273,-1413.7,-996.29,2878.2
361.7236952274,-1413.7,-996.29,2878.2
361.7236952276,-1413.7,-996.29,2878.2
361.7236952280,-1413.7,-996.29,2878.2
361.7236952288,-1413.7,-996.29,2878.2
361.7236952291,-1413.7,-996.29,2878.2
361.7236952293,-1413.7,-996.29,2878.2
361.7236952294,-1413.7,-996.29,2878.2
361.7236952296,-1413.7,-996.29,2878.2
361.7236952300,-1413.7,-996.29,2878.2
361.7236952302,-1413.7,-996.29,2878.2
361.7236952303,-1413.7,-996.29,2878.2
361.7236952304,-1413.7,-996.29,2878.2
361.7236952305,-1413.7,-996.29,2878.2
361.7236952306,-1413.7,-996.29,2878.2
361.7236952307,-1413.7,-996.29,2878.2
361.7236952308,-1413.7,-996.29,2878.2
361.7236952309,-1413.7,-996.29,2878.2
361.7236952311,-1413.7,-996.29,2878.2
361.7236952315,-1413.7,-996.29,2878.2
361.7236952323,-1413.7,-996.29,2878.2
361.7236952326,-1413.7,-996.29,2878.2
361.7236952328,-1413.7,-996.29,2878.2
361.7236952331,-1413.7,-996.29,2878.2
361.7236952333,-1413.7,-996.29,2878.2
361.7236952334,-1413.7,-996.29,2878.2
361.7236952335,-1413.7,-996.29,2878.2
361.7236952337,-1413.7,-996.29,2878.2
361.7236952338,-1413.7,-996.29,2878.2
361.7236952339,-1413.7,-996.29,2878.2
361.7236952340,-1413.7,-996.29,2878.2
361.7236952342,-1413.7,-996.29,2878.2
361.7236952343,-1413.7,-996.29,2878.2
361.7236952345,-1413.7,-996.29,2878.2
361.7236952349,-1413.7,-996.29,2878.2
361.7236952350,-1413.7,-996.29,2878.2
361.7236952351,-1413.7,-996.29,2878.2
361.7236952352,-1413.7,-996.29,2878.2
361.7236952354,-1413.7,-996.29,2878.2
361.7236952358,-1413.7,-996.29,2878.2
361.7236952360,-1413.7,-996.29,2878.2
361.7236952361,-1413.7,-996.29,2878.2
361.7236952363,-1413.7,-996.29,2878.2
361.7236952367,-1413.7,-996.29,2878.2
361.7236952369,-1413.7,-996.29,2878.2
361.7236952370,-1413.7,-996.29,2878.2
361.7236952372,-1413.7,-996.29,2878.2
361.7236952376,-1413.7,-996.29,2878.2
361.7236952378,-1413.7,-996.29,2878.2
361.7236952382,-1413.7,-996.29,2878.2
361.7236952384,-1413.7,-996.29,2878.2
361.7236952385,-1413.7,-996.29,2878.2
361.7236952386,-1413.7,-996.29,2878.2
361.7236952388,-1413.7,-996.29,2878.2
361.7236952392,-1413.7,-996.29,2878.2
361.7236952394,-1413.7,-996.29,2878.2
361.7236952395,-1413.7,-996.29,2878.2
361.7236952397,-1413.7,-996.29,2878.2
361.7236952401,-1413.7,-996.29,2878.2
361.7236952403,-1413.7,-996.29,2878.2
361.7236952407,-1413.7,-996.29,2878.2
361.7236952409,-1413.7,-996.29,2878.2
361.7236952413,-1413.7,-996.29,2878.2
361.7236952415,-1413.7,-996.29,2878.2
361.7236952416,-1413.7,-996.29,2878.2
361.7236952418,-1413.7,-996.29,2878.2
361.7236952419,-1413.7,-996.29,2878.2
361.7236952420,-1413.7,-996.29,2878.2
361.7236952422,-1413.7,-996.29,2878.2
361.7236952423,-1413.7,-996.29,2878.2
361.7236952424,-1413.7,-996.29,2878.2
361.7236952425,-1413.7,-996.29,2878.2
361.7236952426,-1413.7,-996.29,2878.2
361.7236952427,-1413.7,-996.29,2878.2
361.7236952429,-1413.7,-996.29,2878.2
361.7236952430,-1413.7,-996.29,2878.2
361.7236952432,-1413.7,-996.29,2878.2
361.7236952433,-1413.7,-996.29,2878.2
361.7236952434,-1413.7,-996.29,2878.2
361.7236952436,-1413.7,-996.29,2878.2
361.7236952440,-1413.7,-996.29,2878.2
361.7236952442,-1413.7,-996.29,2878.2
361.7236952446,-1413.7,-996.29,2878.2
361.7236952454,-1413.7,-996.29,2878.2
361.7236952470,-1413.7,-996.29,2878.2
361.7236952471,-1413.7,-996.29,2878.2
361.7236952474,-1413.7,-996.29,2878.2
361.7236952475,-1413.7,-996.29,2878.2
361.7236952476,-1413.7,-996.29,2878.2
361.7236952477,-1413.7,-996.29,2878.2
361.7236952479,-1413.7,-996.29,2878.2
361.7236952480,-1413.7,-996.29,2878.2
361.7236952481,-1413.7,-996.29,2878.2
361.7236952482,-1413.7,-996.29,2878.2
361.7236952484,-1413.7,-996.29,2878.2
361.7236952488,-1413.7,-996.29,2878.2
