pargpnme,inctyp,derinc,derinclb,forcen,derincmul,dermthd,splitthresh,splitreldiff,splitaction
wel_424,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_328,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_224,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_611,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_144,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_235,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_698,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_271,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_710,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_136,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_140,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_392,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_196,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_107,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_321,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_650,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_6,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_601,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_719,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_403,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_370,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_725,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_92,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_32,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_203,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_339,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_596,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_677,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_157,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_622,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_589,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_89,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_204,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_685,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_170,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_707,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_273,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_642,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_322,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_186,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_367,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_355,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_543,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_30,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_282,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_598,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_694,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_670,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_193,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_373,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_13,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_348,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_538,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_86,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_517,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_604,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_579,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_231,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_347,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_281,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_500,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_665,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_16,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_461,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_386,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_644,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_495,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_31,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_518,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_5,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_559,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_36,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_705,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_654,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_198,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_153,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_122,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_673,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_111,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_693,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_60,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_356,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_402,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_443,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_179,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_256,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_471,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_205,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_294,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_362,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_257,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_380,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_346,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_93,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_260,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
